job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description
Radiology Technologist (Urgent Care),req47607,Catonsville,MD,"$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req47607/Radiology-Technologist-Urgent-Care,medstar,NA,False,2025-08-19 16:58:35,"MedStar Health is looking for a Radiology Technologist for their Urgent Care service in Catonsville, MD. The position is full-time with day/evening shifts on rotating weekends. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region, offering career growth opportunities, competitive pay, and comprehensive benefits package."
Cardiac Interventional Technologist II - PRN,req39119,Baltimore,MD,$41.98 - $68.75,NA,https://careers.medstarhealth.org/global/en/job/req39119/Cardiac-Interventional-Technologist-II-PRN,medstar,NA,False,2025-08-19 16:58:43,"MedStar Health is seeking a part-time Cardiac Interventional Technologist II. This position is located in Baltimore, MD, at the Union Memorial Hospital. In addition to salary, other benefits such as comprehensive healthcare package (including medical, dental, and vision subject to eligibility requirements) are offered. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C., region, providing numerous opportunities for career growth and fulfillment."
Custodial Worker,req46290,Washington,DC,$19.21 - $19.23,NA,https://careers.medstarhealth.org/global/en/job/req46290/Custodial-Worker,medstar,NA,False,2025-08-19 16:58:52,"The job is for a Part-Time Custodial Worker situated in Washington, DC. The employee will be working at Georgetown University Hospital. MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. The actual compensation will vary depending on factors such as work experience, education and/or skill level, etc."
"Physical Therapist Home Care, Baltimore City",req40985,Baltimore,MD,"$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req40985/Physical-Therapist-Home-Care-Baltimore-City,medstar,NA,False,2025-08-19 16:59:02,"MedStar Health is hiring for a Physical Therapist Home Care. The job is located in Baltimore, Maryland. MedStar Health offers a comprehensive healthcare package subject to eligibility requirements and other benefits. The team at MedStar Health, a provider in the Baltimore-Washington, D.C. region, works in various settings across the health system, including hospitals and community-based locations. MedStar Health is dedicated to providing quality care through education, innovation, and research."
"Physical Therapist Home Care, DC",req37066,Washington,DC,"$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req37066/Physical-Therapist-Home-Care-DC,medstar,NA,False,2025-08-19 16:59:21,"The job is a full-time Physical Therapist in home care role in Washington, DC for MedStar Health Home Care. The role includes a rotating weekend shift. MedStar Health offers a comprehensive healthcare package and other benefits. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region, including 10 hospitals and more than 300 community-based locations."
"Physical Therapist Home Care, DC",req10686,Washington,DC,"$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req10686/Physical-Therapist-Home-Care-DC,medstar,NA,False,2025-08-19 16:59:30,"MedStar Health Home Care is looking for a Physical Therapist who will be responsible to treat patients in their homes. The role includes rotating weekends and offers a comprehensive healthcare package. MedStar Health has an emphasis on teamwork and inclusion and diversity, offering their employess a positive work environment and high associate satisfaction ratings. In addition, they provide a comprehensive total rewards package, including competitive pay and great health and wellness benefits."
"Physical Therapist Home Care, St. Mary's County",req33153,Greenbelt,"MD, USA","$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req33153/Physical-Therapist-Home-Care-St-Mary-s-County,medstar,NA,False,2025-08-19 16:59:39,"MedStar Health Home Care is currently seeking a Full-Time, Day Shift Physical Therapist for their operation in Greenbelt, St. Mary's County, Maryland. The selected professional will be responsible for evaluating, planning, and implementation of patient care programs designed to assist patients in regaining their independence and return to their homes. As part of the responsibilities, the individual will also participate in team meetings, provide education to team members, participate in department or agency projects, and serve as a patient advocate through coordination of services with physicians, hospitals and community."
"Physical Therapist Home Care, DC",req38281,Washington,DC,"$10,000 ",NA,https://careers.medstarhealth.org/global/en/job/req38281/Physical-Therapist-Home-Care-DC,medstar,NA,False,2025-08-19 16:59:49,"MedStar Health is looking for a full-time Physical Therapist for home care in Washington, DC. The therapist will work daytime shifts with rotating weekends. MedStar Health offers a comprehensive healthcare package including medical, dental and vision. The aim of MedStar Health is to foster an inclusive and positive environment where associates feel valued, connected, and empowered, with a strong emphasis on teamwork."
Social Worker - Home Care Part Time,req28251,Baltimore,MD,"$60,632.00 - $101,899.20",NA,https://careers.medstarhealth.org/global/en/job/req28251/Social-Worker-Home-Care-Part-Time,medstar,NA,False,2025-08-19 16:59:57,"MedStar Health is offering a Social Worker - Home Care Part Time position located in Baltimore, MD. The role is part of their MedStar Health Home Care team and will work during day shifts. The company emphasizes teamwork and diversity and offers a comprehensive total rewards package. The company is an equal opportunity employer and makes decisions regarding employment without regard to any protected status."
"Occupational Therapist Home Care, Clinton",req30861,Hyattsville,MD,"$72,758.40 -",NA,https://careers.medstarhealth.org/global/en/job/req30861/Occupational-Therapist-Home-Care-Clinton,medstar,NA,False,2025-08-19 17:00:08,"This is a full-time, day shift position for an Occupational Therapist Home Care in Clinton. The role belongs to the Physical & Occupational Therapy category and is based in Hyattsville, MD, USA. Though the Covid-19 vaccination is not mandatory, it is strongly recommended. MedStar Health has a strong focus on teamwork, inclusion and diversity. The organization provides a comprehensive healthcare package including medical, dental and vision benefits, and other perks."
Pharmacy Technician III - WHC - FT,req44389,Washington,DC,$21.83 - $33.49,NA,https://careers.medstarhealth.org/global/en/job/req44389/Pharmacy-Technician-III-WHC-FT,medstar,NA,False,2025-08-19 17:00:19,"MedStar Health is hiring for a full-time Pharmacy Technician III position at Washington Hospital Center in Washington, DC. MedStar Health is dedicated to providing high-quality care in Maryland and the Washington, D.C. region, while advancing the practice of medicine through education, innovation, and research. The role may involve shifts based on company requirements. As a part of MedStar Health, associates have access to competitive pay, generous paid time off, great health and wellness benefits, retirement savings, education assistance, and more."
Medical Laboratory Scientist - Night Shift,req40479,Leonardtown,MD,$29.15 - $51.68,NA,https://careers.medstarhealth.org/global/en/job/req40479/Medical-Laboratory-Scientist-Night-Shift,medstar,NA,False,2025-08-19 17:00:31,"This job entails working as a Medical Laboratory Scientist during the Night Shift at MedStar Health. The job is located in Leonardtown, MD and is a full-time position. The shifts are Day/Evening/Night Shifts with rotating weekends. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through"
Pharmacy Technician II - MFSH - FT,req42131,Baltimore,MD,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req42131/Pharmacy-Technician-II-MFSH-FT,medstar,NA,False,2025-08-19 17:00:42,"MedStar Health is looking for a Pharmacy Technician II. This is a full-time position based in Baltimore, MD at the Franklin Square Medical Center. This is an evening shift position with rotating weekends. MedStar Health offers a comprehensive healthcare package (including medical, dental, and vision subject to eligibility requirements) and other benefits. The hiring organization, MedStar Health, is the largest healthcare provider in the Baltimore-Washington, D.C. region. Successful applicants will be part of a team of 32,000 associates working in a variety of settings across our health system."
Pharmacy Technician - MMMC - PRN,req40801,Olney,MD,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req40801/Pharmacy-Technician-MMMC-PRN,medstar,NA,False,2025-08-19 17:00:53,"Pharmacy Technician is needed for Montgomery Medical Center in Olney, MD. The position is Part-Time with varying shifts. MedStar Health offers a comprehensive healthcare package and other benefits. MedStar Health places a strong emphasis on teamwork and equity, inclusion & diversity. They provide countless opportunities to grow your career as the largest healthcare provider in the Baltimore-Washington, D.C. region."
"Critical Care Medicine Nocturnist APP - MedStar Harbor Hospital, Baltimore, MD",MMG1709,Baltimore,MD,"$125,000 - $180,000",NA,https://careers.medstarhealth.org/global/en/job/MMG1709/Critical-Care-Medicine-Nocturnist-APP-MedStar-Harbor-Hospital-Baltimore-MD,medstar,NA,False,2025-08-19 17:01:05,"MedStar Harbor Hospital is hiring a nocturnist for critical care medicine in Baltimore, MD. The position is in-person and will involve working at night. MedStar Health aims to create a positive and inclusive work environment with a focus on teamwork, equity, diversity, and comprehensive benefits. Career growth opportunities are plentiful as MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region."
Critical Care Medicine APP Nocturnist - MedStar Southern Maryland Hospital Center,MMG2311,Clinton,MD,"$125,000 - $160,000",NA,https://careers.medstarhealth.org/global/en/job/MMG2311/Critical-Care-Medicine-APP-Nocturnist-MedStar-Southern-Maryland-Hospital-Center,medstar,NA,False,2025-08-19 17:01:17,"This job is associated with 2 categories. It is a full-time, in-person nocturnist position with MedStar Medical Group in the field of critical care at the Clinton, MD location. MedStar Health offers a comprehensive healthcare package and other benefits. The salary is dependent on work experience, education and skill level. MedStar Health is an equal opportunity employer."
Nocturnist - Physician Assistant- General and Multispecialty Surgery/Acute Care Nurse Practitioner,MMG2367,Baltimore,MD,"$115,000 - $143,619",NA,https://careers.medstarhealth.org/global/en/job/MMG2367/Nocturnist-Physician-Assistant-General-and-Multispecialty-Surgery-Acute-Care-Nurse-Practitioner,medstar,NA,False,2025-08-19 17:01:28,"This job is associated with 2 categories. It is a Full-Time job with a Nocturnist Shift. It's In-Person. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region, offering comprehensive healthcare package. The salary offered for this specific position is based on a number of legitimate, non-discriminatory factors set by MedStar Health."
CT Technologist,req39432,Baltimore,MD,$34.98 - $56.85,NA,https://careers.medstarhealth.org/global/en/job/req39432/CT-Technologist,medstar,NA,False,2025-08-19 17:01:38,"The job entails working as a CT Technologist at MedStar Health. The position is part-time and involves day, evening, overnight, and weekend shifts. It is located at Franklin Square Medical Center in Baltimore, MD. Competitive pay, generous paid time off, great health and wellness benefits, retirement savings, education assistance, and more are offered. The role focuses on teamwork and has a strategic focus on equity, inclusion, & diversity."
Imaging Services Assistant PRN,req42647,Leonardtown,MD,$17.5 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req42647/Imaging-Services-Assistant-PRN,medstar,NA,False,2025-08-19 17:01:48,"This is a part-time position offered by MedStar Health for an Imaging Services Assistant. The job requires the individual to work various shifts. MedStar Health provides a comprehensive healthcare package to its employees, emphasizing teamwork, inclusion, and diversity. As the largest healthcare provider in the Baltimore-Washington region, MedStar Health offers numerous opportunities for career growth and professional development."
Clinical Social Worker GPG,req42056,Washington,DC,"$60,632 - $107,494",NA,https://careers.medstarhealth.org/global/en/job/req42056/Clinical-Social-Worker-GPG,medstar,NA,False,2025-08-19 17:01:59,NA
Respiratory Therapy Student Assistant,req44231,Washington,DC,$19.347 - $29.109,NA,https://careers.medstarhealth.org/global/en/job/req44231/Respiratory-Therapy-Student-Assistant,medstar,NA,False,2025-08-19 17:02:09,"MedStar Health is seeking a Respiratory Therapy Student Assistant. This is a part-time role based in Washington, DC, and offers various shifts. MedStar Health offers a comprehensive healthcare package including medical, dental and vision, and other benefits. MedStar Health is the largest healthcare provider in the Baltimore-Washington, DC region, offering numerous opportunities to grow your career and fulfill your aspirations."
Respiratory Therapist,req42454,Leonardtown,MD,$34.98 - $62.52,NA,https://careers.medstarhealth.org/global/en/job/req42454/Respiratory-Therapist,medstar,NA,False,2025-08-19 17:02:21,"The Respitory Therapist position with MedStar Health is full-time, with evening/night shift with rotating weekends. The position is based in Leonardtown, MD at St. Mary's Hospital. In addition to salary, MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements). The, salary offered for this specific position is based on a number of legitimate, non-discriminatory factors set by MedStar Health. MedStar Health is fully committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws."
Psychiatric Counselor,req44977,Baltimore,MD,$22.04 - $38.41,NA,https://careers.medstarhealth.org/global/en/job/req44977/Psychiatric-Counselor,medstar,NA,False,2025-08-19 17:02:30,"Part-Time Psychiatric Counselor position available at Franklin Square Medical Center located in Baltimore, MD. The specific salary for the position is based on a variety of factors set by MedStar Health and is subject to eligibility requirements. MedStar Health provides competitive pay, generous paid time off, health and wellness benefits, retirement savings, education assistance, and more. The organization focuses on equity, inclusion, and diversity, creating a diverse and inclusive workplace where people feel a sense of belonging. MedStar Health is a provider in the Baltimore-Washington, D.C. region, and there are many opportunities for career growth and development."
Occupational Therapist OT - Hand Therapy PRN,req39808,Baltimore,"MD, USA",$55.00 - $55.00,NA,https://careers.medstarhealth.org/global/en/job/req39808/Occupational-Therapist-OT-Hand-Therapy-PRN,medstar,NA,False,2025-08-19 17:02:41,"MedStar Health is seeking an Occupational Therapist for Hand Therapy on a Part-Time basis. The location of the job is Baltimore, MD. Being employed by MedStar Health comes with numerous benefits, including comprehensive healthcare packages and a competitive pay. The organization also promotes a positive work environment, with an emphasis on teamwork and a strong focus on equity, inclusion, & diversity. As the largest healthcare provider in the Baltimore-Washington, D.C. region, opportunities for career growth are abundant."
CVSD Nocturnist Advanced Practice Provider,MMG2426,Baltimore,MD,"$155,000-$210,000",NA,https://careers.medstarhealth.org/global/en/job/MMG2426/CVSD-Nocturnist-Advanced-Practice-Provider,medstar,NA,False,2025-08-19 17:02:49,"This is a full-time, in-person job offered by MedStar Health at a location in Baltimore, MD. The organization provides comprehensive healthcare package (including medical, dental, and vision). They are committed to equity for all people and communities and aim to build an inclusive workplace. MedStar Health is the largest healthcare provider in the Baltimore-Washington, D.C. region."
Medical Assistant,req35593,California,"MD, USA",$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req35593/Medical-Assistant,medstar,NA,False,2025-08-19 17:02:58,"MedStar Urgent Care is hiring a full-time Medical Assistant. The work schedule includes day/evening shift with rotating weekends. The location for this role is in California, MD. MedStar Health offers a comprehensive healthcare package (including medical, dental, and vision subject to eligibility requirements) and other benefits. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through"
Respiratory Therapist (Night Shift),req28167,Washington,"DC, USA",$34.158 -,NA,https://careers.medstarhealth.org/global/en/job/req28167/Respiratory-Therapist-Night-Shift,medstar,NA,False,2025-08-19 17:03:09,"MedStar Health is looking for a respiratory therapist for night shifts with rotating weekends. This position is based in Washington, DC. MedStar Health is a healthcare provider offering a comprehensive healthcare package. The successful candidate will join a team of over 32,000 physicians, nurses, residents, fellows, and other clinical and non-clinical associates working in a variety of settings across the health system."
Critical Care CVICU Avanced Practice Provider,MMG2152,Baltimore,MD,"$155,000 - $210,000",NA,https://careers.medstarhealth.org/global/en/job/MMG2152/Critical-Care-CVICU-Avanced-Practice-Provider,medstar,NA,False,2025-08-19 17:03:19,"This full-time job is for a critical care CVICU advanced practice provider in Baltimore, MD. The work involves shifts during days and nights. MedStar Health offers a comprehensive healthcare package and other benefits. The company emphasizes teamwork, equity, inclusion, and diversity in the workplace. There are opportunities for career growth and personal development in a wide range of settings within the health system."
Surgical Tech,req35387,Olney,MD,$29.15 - $51.68,NA,https://careers.medstarhealth.org/global/en/job/req35387/Surgical-Tech,medstar,NA,False,2025-08-19 17:03:29,"This role is part of the MedStar Health team, a reputable healthcare provider in the Baltimore-Washington, D.C. region. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through"
PRN Critical Care APP,MMG1939,Clinton,MD,$80,NA,https://careers.medstarhealth.org/global/en/job/MMG1939/PRN-Critical-Care-APP,medstar,NA,False,2025-08-19 17:03:40,"This job is associated with 2 categories at MedStar Medical Group under Critical Care. The job type is full-time under days and nights in-person shifts. In addition to the salary, MedStar Health offers a comprehensive healthcare package. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region. The team of 32,000 includes physicians, nurses, and many other clinical and non-clinical associates."
Critical Care Medicine APP - Nocturnist - MedStar Georgetown University Hospital,MMG2337,Washington,DC,"$117,000 - $162,000",NA,https://careers.medstarhealth.org/global/en/job/MMG2337/Critical-Care-Medicine-APP-Nocturnist-MedStar-Georgetown-University-Hospital,medstar,NA,False,2025-08-19 17:03:51,"MedStar Health is seeking for a Critical Care Medicine APP - Nocturnist. The job is considered as full-time and in person role. The job does not provide a specific salary range, but mentions a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. Strong emphasis on teamwork, equity, inclusion, and diversity are highlighted. The job also provides opportunities in teaching and continuing education."
Critical Care Medicine APP - Rotating Shifts,MMG2352,Baltimore,MD,"$125,000 - $180,000",NA,https://careers.medstarhealth.org/global/en/job/MMG2352/Critical-Care-Medicine-APP-Rotating-Shifts,medstar,NA,False,2025-08-19 17:04:06,"This full-time critical care job in Baltimore, MD involves rotating shifts. The role is for physicians or advanced practice providers, offering competitive pay, generous paid time off, health and wellness benefits, retirement savings, education assistance, and more. MedStar Health, the largest healthcare provider in the Baltimore-Washington, D.C. region, is dedicated to providing high-quality care and advancing the practice of medicine through education, innovation, and research."
DC Metro Region – General Hematologist Oncologist – MedStar Health,MMG2342,Olney,MD,"$450,000-$550,000",NA,https://careers.medstarhealth.org/global/en/job/MMG2342/DC-Metro-Region-General-Hematologist-Oncologist-MedStar-Health,medstar,NA,False,2025-08-19 17:04:14,"MedStar Health offers an opportunity for a General Hematologist Oncologist in DC Metro Region. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through"
Physical Therapist PT - Outpatient Ortho / Neuro,req47295,Washington,DC,"$72,758 - $130,041",NA,https://careers.medstarhealth.org/global/en/job/req47295/Physical-Therapist-PT-Outpatient-Ortho-Neuro,medstar,NA,False,2025-08-19 17:04:21,NA
Registered Nurse (RN) - Telemetry - Tier A PRN,req46305,Leonardtown,MD,$32 - $47.79,NA,https://careers.medstarhealth.org/global/en/job/req46305/Registered-Nurse-RN-Telemetry-Tier-A-PRN,medstar,NA,False,2025-08-19 17:04:31,"MedStar Health is fully committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws. The hiring range is the range MedStar Health, in good faith, believes is the range of possible compensation for this role at the time of this posting. This range may be modified in the future and actual compensation may vary from posting based on work experience, education and/or skill level, etc. Even within the range, the actual compensation will vary depending on the above factors as well as market/business considerations."
Monitor Tech,req46201,Baltimore,MD,$17.5 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req46201/Monitor-Tech,medstar,NA,False,2025-08-19 17:04:40,"MedStar Health is looking for a Monitor Tech in Baltimore, MD. This is a part-time position that includes night shifts with rotating weekends. The role is based at Franklin Square Medical Center. MedStar Health offers competitive pay, generous time off, health and wellness benefits, retirement savings, education assistance, and many more. The successful candidate will be part of a team that feels connected to each other and our mission. MedStar Health is dedicated to providing quality care and advancing medical practice through education, innovation, and research."
Instructor BLS Sitel,req45453,Washington,DC,$25.35 - $44.55,NA,https://careers.medstarhealth.org/global/en/job/req45453/Instructor-BLS-Sitel,medstar,NA,False,2025-08-19 17:04:48,"MedStar Health is looking for a Part-Time Instructor in Washington, D.C. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through"
Psychotherapist,req46404,Olney,"MD, USA","$72,758 - $130,041",NA,https://careers.medstarhealth.org/global/en/job/req46404/Psychotherapist,medstar,NA,False,2025-08-19 17:05:00,"The Psychotherapist position is offered at MedStar Health located in Olney, MD, USA. This job is described to be a full-time day shift position, being part of the MMMC Physician Group. MedStar Health offers a comprehensive healthcare package including medical, dental and vision subject to eligibility requirements and other benefits. The organization emphasizes teamwork and diversity, providing various opportunities to grow your career. MedStar Health is an Equal Opportunity (EO) Employer, assuring equal opportunity for all applicants and employees."
Surgical Liaison,req46015,Washington,"DC, USA",$23.19 - $40.61,NA,https://careers.medstarhealth.org/global/en/job/req46015/Surgical-Liaison,medstar,NA,False,2025-08-19 17:05:13,"MedStar Health is looking for a Surgical Liaison for a part-time role in Georgetown University Hospital. This shift job requires the candidate to work in-person. Benefits include a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements). The salary offered will be based on a number of legitimate, non-discriminatory factors."
Nuclear Medicine Technologist - PRN,req45211,Washington,DC,$34.98 - $62.52,NA,https://careers.medstarhealth.org/global/en/job/req45211/Nuclear-Medicine-Technologist-PRN,medstar,NA,False,2025-08-19 17:05:20,NA
Enviromental Svcs Aide - Part-time Evening,req44365,Clinton,MD,$17.5 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req44365/Enviromental-Svcs-Aide-Part-time-Evening,medstar,NA,False,2025-08-19 17:05:29,"This position involves working as part of the environmental services team at MedStar Health, providing service and trade work during evening shifts with occasional weekend rotation. The job location is at Southern Maryland Hospital Ctr. The job type is part-time. MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. The salary will be based on a number of factors including work experience, education and/or skill level, and it will be within the hiring range MedStar Health decides at the time of posting."
Critical Care Medicine Intensivist Nocturnist - MedStar Franklin Square Medical Center,MMG2601,Baltimore,MD,"$330,000-$420,000",NA,https://careers.medstarhealth.org/global/en/job/MMG2601/Critical-Care-Medicine-Intensivist-Nocturnist-MedStar-Franklin-Square-Medical-Center,medstar,NA,False,2025-08-19 17:05:42,"MedStar Medical Group Critical Care Job Type is a full-time opportunity for an intensivist nocturnist. The position is based in Baltimore, MD, and is part of MedStar Health, the largest healthcare provider in the Baltimore-Washington, D.C. region. MedStar Health is dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through education, innovation, and research. Our team of 32,000 includes nurses, residents, fellows and other clinical and non-clinical associates. The position includes comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements)."
Development Director-Philanthropy Grants,req45867,Baltimore,MD,$1,NA,https://careers.medstarhealth.org/global/en/job/req45867/Development-Director-Philanthropy-Grants,medstar,NA,False,2025-08-19 17:05:51,"MedStar Health is seeking a Development Director for Philanthropy Grants. The position is full-time with a hybrid work model. The job location is in Baltimore, MD. As part of the MedStar Health team, you will be part of an organization dedicated to providing the highest quality care for people in Maryland and the Washington, D.C. region while advancing the practice of medicine through education, innovation, and research."
Behavioral Health Specialist PRN,req46046,Baltimore,MD,"$60,632 - $107,494",NA,https://careers.medstarhealth.org/global/en/job/req46046/Behavioral-Health-Specialist-PRN,medstar,NA,False,2025-08-19 17:06:04,"At MedStar Health, we understand that our ability to treat others well begins with how we treat each other. We work hard to foster an inclusive and positive environment where our associates feel valued, connected, and empowered. We live up to this promise with a strong emphasis on teamwork and a strategic focus on equity, inclusion, & diversity. We offer a comprehensive total rewards package including competitive pay, time off, and great health and wellness benefits. The job opportunity is located in Baltimore, MD and offers a hybrid work model."
Chief Radiation Therapist,req45812,Washington,"DC, USA",$48.36 - $91.51,NA,https://careers.medstarhealth.org/global/en/job/req45812/Chief-Radiation-Therapist,medstar,NA,False,2025-08-19 17:06:15,"MedStar Health is seeking a full-time Chief Radiation Therapist. Located in Washington, DC, MedStar Health is committed to providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through education, innovation, and research. The organization values teamwork, inclusion and diversity, and employee development. As the largest healthcare provider in the Baltimore-Washington, D.C. region, there are countless opportunities to grow your career and fulfill your aspirations."
"Clinic Assistant Mentor, South Baltimore Region",req45880,Annapolis,MD,$17.5 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req45880/Clinic-Assistant-Mentor-South-Baltimore-Region,medstar,NA,False,2025-08-19 17:06:21,NA
Respiratory Therapist - Night Shift,req46082,Washington,DC,$36.0603 - $60.7803,NA,https://careers.medstarhealth.org/global/en/job/req46082/Respiratory-Therapist-Night-Shift,medstar,NA,False,2025-08-19 17:06:30,"MedStar Health is hiring a full-time Respiratory Therapist for night shift with rotating weekend duty at the Washington Hospital Center. It offers comprehensive healthcare package and other benefits. The job responsibility includes providing the highest quality care for people in Maryland and the Washington, D.C. region, while advancing the practice of medicine through education, innovation, and research."
Nurse Navigator (Urology),req46571,Washington,DC,"$87,318 - $157,289",NA,https://careers.medstarhealth.org/global/en/job/req46571/Nurse-Navigator-Urology,medstar,NA,False,2025-08-19 17:06:41,"MedStar Health is seeking a Nurse Navigator for their Urology department based in Washington, DC. The role is full-time, in-person involving day shifts. MedStar Health offers a comprehensive healthcare package and other benefits included in the salary, which is based on a number of legitimate, non-discriminatory factors set by MedStar Health. They foster an inclusive and positive environment where their associates feel valued, connected, and empowered. As the largest healthcare provider in the Baltimore-Washington, D.C. region, there are countless opportunities to grow your career."
Clinical Pharmacist II,req46679,Washington,DC,"$118,331 - $230,172",NA,https://careers.medstarhealth.org/global/en/job/req46679/Clinical-Pharmacist-II,medstar,NA,False,2025-08-19 17:06:51,"The job posting is for a Full-Time Clinical Pharmacist II at Washington Hospital Center in Washington, DC. The responsibilities include rotating weekend shifts. Apart from the salary, MedStar Health offers a comprehensive healthcare package including medical, dental, and vision subject to eligibility requirements. The salary offered is based on a number of legitimate, non-discriminatory factors."
Psychotherapist,req43639,Baltimore,MD,"$60,632 - $107,494",NA,https://careers.medstarhealth.org/global/en/job/req43639/Psychotherapist,medstar,NA,False,2025-08-19 17:07:00,"MedStar Health is looking for a Psychotherapist. The role is full-time, day shift and requires in-person presence. MedStar Health offers a comprehensive healthcare package including medical, dental and vision subject to eligibility requirements, and other benefits. The job location is in Baltimore, MD, USA. MedStar Health being the largest healthcare provider in the Baltimore-Washington, D.C. region, offer countless opportunities to grow your career and fulfill your aspirations."
PRN Rehab Tech,req46291,Washington,DC,$18.33 - $31.61,NA,https://careers.medstarhealth.org/global/en/job/req46291/PRN-Rehab-Tech-Georgetown,medstar,NA,False,2025-08-19 17:07:09,"Georgetown University Hospital's Physical Medicine & Rehabilitation is seeking a full-time PRN Rehab Tech. MedStar Health offers a comprehensive healthcare package subject to eligibility requirements. Strong emphasis on teamwork feel connected to each other and organization's mission. We believe in equity for all people and we are committed to turning this belief into practice across our organization. MedStar offers competitive pay, generous paid time off, great health and wellness benefits, retirement savings, education assistance etc."
Ambulatory Practice Manager (Oral Surgery),req46541,Washington,"DC, USA","$80,995 - $152,027",NA,https://careers.medstarhealth.org/global/en/job/req46541/Ambulatory-Practice-Manager-Oral-Surgery,medstar,NA,False,2025-08-19 17:07:22,"The Ambulatory Practice Manager (Oral Surgery) role is a full-time job located at Washington Hospital Center in Washington, DC, USA. This role requires strong teamwork and a commitment to equity, inclusion, and diversity. The hiring organization is MedStar Health, a large healthcare provider in the Baltimore-Washington, D.C. region. MedStar Health offers a comprehensive healthcare package (subject to eligibility requirements), equity, inclusion, diversity, and is dedicated to providing the highest quality care."
Medical Assistant,req46587,Timonium,MD,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req46587/Medical-Assistant,medstar,NA,False,2025-08-19 17:07:33,"MedStar Health is fully committed to ensuring equal pay opportunities for equal work regardless of gender, race, or any other category protected by federal, state, and local pay equity laws. The salary offered for this specific position is based on a number of legitimate, non-discriminatory factors set by MedStar Health. At MedStar Health, we understand that our ability to treat others well begins with how we treat each other. We work hard to foster an inclusive and positive environment where our associates feel valued, connected, and empowered. We continue to build a diverse and inclusive workplace where people feel a sense of belonging and the ability to contribute to equitable care delivery and improved community health outcomes at all levels of the organization."
Medical Assistant (PRN) - Urgent Care,req46523,Baltimore,MD,$19.17 - $33.08,NA,https://careers.medstarhealth.org/global/en/job/req46523/Medical-Assistant-PRN-Urgent-Care,medstar,NA,False,2025-08-19 17:07:43,"Are you currently a MedStar Health associate? If you are currently employed by MedStar Health, please apply. Be sure to copy the req number above before you leave this page. The req number can be found in the blue bar under the job title next to the flag icon. In addition to your salary, MedStar Health offers a comprehensive healthcare package (including medical, dental and vision subject to eligibility requirements) and other benefits. The salary offered for this specific position is based on a number of legitimate, non-discriminatory factors set by MedStar Health."
Nutrition Services Diet Tech,req46733,Leonardtown,MD,$17.5 - $28.73,NA,https://careers.medstarhealth.org/global/en/job/req46733/Nutrition-Services-Diet-Tech,medstar,NA,False,2025-08-19 17:07:57,"The role is for a part-time Nutrition Services Diet Tech at MedStar Health located in Leonardtown, MD. As a diet tech, you will be part of a team of 32,000 including physicians, nurses, residents, fellows, and many other clinical and non-clinical associates across the health system. MedStar Health is committed to providing the highest quality care for people in the Maryland and the Washington, D.C. region, while advancing the practice of medicine through education, innovation, and research."
