job_title,job_id,city,state,salary,posted_date,job_url,company,education_needed,is_remote,last_scanned_at,description_summary
Patient Service Coordinator/CMA,118754,NA,NA,$16.20 - $28.80 HRLY ($22.50/hour targeted,2025-08-19,https://jobs.jhu.edu/job/Lutherville-Patient-Service-CoordinatorCMA-MD-21093/1318151600/,jhons_hopkins,"High School Diploma/GED and certification/registration as a Medical Assistant (e.g. CMA, AAMA, RMA, AMT, NAHP)",False,2025-08-24 17:41:52,"We are seeking a Patient Service Coordinator/CMA. The position within the Department of Urology has dual responsibilities as both a Patient Service Coordinator and Certified Medical Assistant to function in the Urology Clinic at Green Spring Station (GSS). This position provides friendly, courteous, and confidential assistance to every patient to ensure the patient has a positive experience while at Johns Hopkins Medicine, Department of Urology at Green Spring Station."
Research Assistant,118760,NA,Remote,$17.50 - $30.30 HRLY,2025-08-19,https://jobs.jhu.edu/job/Baltimore-Research-Assistant-MD-21205/1318221100/,jhons_hopkins,Bachelor's Degree in related field,True,2025-08-24 17:42:00,"We are seeking a Research Assistant who will oversee data collection, data organization, and/or data management or similar functions/tasks for research study(ies) in support of a PI or a research team. Specific Duties & Responsibilities include running routine and ad hoc reports, using standard tools and computer programs to review data, assisting with data cleaning measures and preparation of tables among others."
Associate Director Finance,118729,NA,NA,"$99,800 - $175,000 Annually",2025-08-19,https://jobs.jhu.edu/job/Baltimore-Associate-Director-Finance-MD-21202/1318162800/,jhons_hopkins,"Bachelor's Degree in Business Administration, Finance, Research Administration or a related field",True,2025-08-24 17:42:08,"The Associate Director of Finance role in the financial planning and operational strategy of IT@JH, supporting both Johns Hopkins University and the Johns Hopkins Health System. This position is responsible for managing the financial operations of high-impact initiatives within IT@JH. This includes building and maintaining complex financial models—such as payroll forecasts, maintenance cost plans, depreciation schedules, and cash flow projections—and ensuring their integration into institutional financial systems. The Associate Director will also oversee the consolidation and reporting of capital plans and support the submission of budgets into enterprise platforms."
Sr. Accountant,117089,NA,NA,"$62,900 - $110,100 Annually",2025-08-18,https://jobs.jhu.edu/job/Baltimore-Sr_-Accountant-MD-21211/1256034600/,jhons_hopkins,"Bachelor's Degree in Accounting, Business, Finance or related field",True,2025-08-24 17:42:17,"Financial Research Compliance is responsible to ensure that sponsored funding is used for authorized purposes in compliance with applicable grant and contract terms, Federal and State regulations and University policies and procedures. Functions of the department works to support these goals through management of Effort Reporting, approvals of cost transfers, Sub Recipient Monitoring, reviewing federal administrative salary and non-salary costs, serving as a resource to compliance related issues, and coordination of various audits. This office works closely with the Sponsored Project Offices and the Divisional Business offices to ensure compliance with regulatory requirements to which grants and contracts are subject."
CO Sr. Physician Assistant,117081,NA,Maryland,"$100,000 - $152,900 ($120,000 Targeted; Commensurate w/exp.)",2025-08-18,https://jobs.jhu.edu/job/Baltimore-CO-Sr_-Physician-Assistant-MD-21287/1256142300/,jhons_hopkins,Bachelor's Degree; Certification by the NCCPA or similar national certifying body; Completion of a CAAHEP certified Physician Assistant program,False,2025-08-24 17:42:25,"The job entails practicing within the guidelines of the department and institution. The job includes tasks such as evaluating patient health status through diagnostic procedures and tests, working alongside healthcare professionals, and having a comprehensive understanding of clinic and surgical procedures, medical protocols and testing procedures. The job also involves roles and responsibilities within Interventional Radiology Lab Proceduralist, Clinic Patient Care, and Bedside Proceduralist concentrations."
Sr. Clinical Nurse Case Manager,117770,Baltimore,Maryland,"$75,100 - $131,700 Annually ($103,000 targeted; Commensurate w/exp.)",2025-08-18,https://jobs.jhu.edu/job/Baltimore-Sr_-Clinical-Nurse-Case-Manager-MD-21202/1285618300/,jhons_hopkins,Bachelor's degree in nursing or related discipline,Hybrid/School of Medicine Campus,2025-08-24 17:42:35,"Under the supervision of the Clinical Nurse Manager, the Sr. Clinical Nurse Case Manager will perform duties related to medical case management and non-medical case management nursing duties as a member of the health care and support service team providing services to people living with HIV and viral hepatitis. The candidate will counsel and manage patients on HIV pre-exposure prophylaxis (PrEP) and non-occupational HIV post-exposure prophylaxis (nPEP) under standing orders in an RN-led care model. The candidate will test, treat, and provide prevention interventions to patients for sexually transmitted infections per clinic protocols."
Senior Administrative Manager,118732,NA,NA,"$73,300 - $100,800 - $128,300 Annually",2025-08-18,https://jobs.jhu.edu/job/Baltimore-Senior-Administrative-Manager-MD-21218/1317819300/,jhons_hopkins,"Bachelor's Degree in Business, Finance, Accounting or other related field.",True,2025-08-24 17:42:45,"We are seeking a Senior Administrative Manager who will be responsible for overall administrative, financial and/or operational management for a large and complex department typically with activities on multiple sites and/or multiple service lines. This position provides strategic direction and day-to-day oversight of administrative and financial matters. Areas of focus include finance; human resources; academic, research or clinical operations; compliance; infrastructure matters. The Sr. Administrative Manager is responsible for most or all the following: staff supervision and performance management; HR support for direct and indirect reports; budget management and administration; oversight of financial functions and processes; facilities/space management oversight; and operational activities of a clinical or academic/research department."
Sr. Grants & Contracts Analyst,118704,Remote,NA,"$62,900 - $110,100 Annually",2025-08-18,https://jobs.jhu.edu/job/Baltimore-Sr_-Grants-&-Contracts-Analyst-MD-21287/1317873200/,jhons_hopkins,"Bachelor's Degree, Four years of related experience in sponsored research and/or financial positions, preferably in an academic or medical setting.",True,2025-08-24 17:42:54,"School of Medicine Pediatric Research Administration is seeking a Sr. Grants & Contracts Analyst to provide dedicated professional level sponsored funds management for more than 80% of time with specific responsibility for pre-award and post-award functions that includes, but may not be limited to: proposal preparation, submission, budget development, account maintenance and oversight, billing/invoicing, reporting, compliance, and closeout. Works independently on a variety of grants/contracts that range from simple to highly complex. While this role may assist with some aspects of non-sponsored funds, the primary goal of this position is to ensure timely, effective and efficient functioning of sponsored funding."
Clinical Nurse,118746,Baltimore,Maryland,"$31.05 - $54.47 HRLY ($26,000 targeted; Commensurate w/exp.)",2025-08-18,https://jobs.jhu.edu/job/Lutherville-Clinical-Nurse-MD-21093/1317869500/,jhons_hopkins,"Registered nurse, licensed in the State of Maryland. Current CPR certification",False,2025-08-24 17:43:03,"Green Spring Medical Oncology is an infusion center for adult solid tumor patients. The patients are treated with chemotherapy and immunotherapy for various types of cancer. There is a multidisciplinary approach to care for all patients, and we practice primary nursing, so we are seeking a Clinical Nurse who will be a integral part of that practice. Coordinating care for assigned patients to promote the achievement of clinical outcomes. Provide direct patient care based on the nursing process while mentoring others to promote quality and excellence of care."
Sr. Research Project Coordinator,118751,Maryland,NA,"$41,300 - $72,300 Annually ($58,500 targeted; Commensurate w/exp.)",2025-08-18,https://jobs.jhu.edu/job/Baltimore-Sr_-Research-Project-Coordinator-MD-21205/1318009200/,jhons_hopkins,Bachelor's Degree,True,2025-08-24 17:43:10,"We are seeking a Sr. Research Project Coordinator who will oversee the day-to-day activities of a single complex or multiple research projects and makes independent decisions that impact the conduct of the research. Assists in goal setting and creating implementation plans. Contributes to budget formulation, communications, and data systems. Ensure compliance with all protocols, procedures, and applicable regulations."
Sr. Instructional Designer,118744,NA,NA,"$64,600 - $113,300 Annually",2025-08-18,https://jobs.jhu.edu/job/Baltimore-Sr_-Instructional-Designer-MD-21211/1317952500/,jhons_hopkins,"Graduate Degree in Instructional Design, Instructional Technology, Education, or related field.",True,2025-08-24 17:43:35,"The Sr. Instructional Designer will lead workgroups in developing learning experiences. They will work collaboratively with the JHU faculty, subject matter experts, external partners and instructional design staff to design, develop, and deliver traditional, fully online and blended courses, as well as technology-enhanced instructional materials. This position will work with the GovEx Academy at the Bloomberg Center for Government Excellence."
Labor Relations Consultant,116042,NA,NA,"$62,900 - $110,100 Annually",2025-08-17,https://jobs.jhu.edu/job/Baltimore-Labor-Relations-Consultant-MD-21218/1229019600/,jhons_hopkins,"Bachelor’s Degree in Human Resources, Industrial Psychology, Organizational Development, Business Administration",true,2025-08-24 17:43:44,"This position will provide a wide range of labor relations guidance to management and ensure compliance with Collective Bargaining Agreements and JHU policies and procedures. Broad responsibilities include providing advice and guidance to all levels of management on labor issues, assist management and supervisors in conducting internal investigations into workplace disputes, advise supervisors, managers, and administrators on disciplinary matters. The position also involves managing the grievance process, mediating and resolving a high volume of day-to-day labor and employment conflicts or issues, consulting with management and staff of all levels to interpret policies and procedures."
Sr. Staff Accountant,117539,NA,NA,"$62,900 - $110,100 Annually",2025-08-17,https://jobs.jhu.edu/job/Baltimore-Sr_-Staff-Accountant-MD-21205/1274872200/,jhons_hopkins,"Bachelor's Degree in Accounting, Business, Finance or related field",True,2025-08-24 17:43:52,"The School of Medicine (SOM) Financial Operations team is seeking a Sr. Staff Accountant who is a key contributor in producing GAAP and monthly close financial statements in accordance with the timelines set forth by Johns Hopkins University and the SOM. This key role engages regularly with University, SOM Central Finance, and Department finance leaders to ensure clarity and accuracy around financial reporting in accordance with GAAP accounting standards and University policies. This role will report to Associate Director of Financial Reporting."
"Associate Director of Development, Surgery Programs",117358,Baltimore,NA,"Minimum: $62,899 - Maximum: $110,100 (targeted salary: $87,000; commensurate with experience)",2025-08-17,https://jobs.jhu.edu/job/Baltimore-Associate-Director-of-Development%2C-Surgery-Programs-MD-21205/1266096000/,jhons_hopkins,Bachelor's degree,False,2025-08-24 17:44:01,"The Associate Director of Development is responsible for identification, cultivation, solicitation and stewardship of major gift and high-end annual gifts in support of the Departments of Surgery and Plastic and Reconstructive Surgery from grateful patients, unaffiliated individuals, alumni, faculty, foundations, and corporations. The Associate Director will work with the Director of Development and faculty, administrators, and patients, as well as professional colleagues to accomplish fundraising goals in support of the research, patient care and educational needs of the departments."
Animal Facility Assistant,118091,NA,NA,"$17.26 per hour, increases to $20.31 after 12 months",2025-08-17,https://jobs.jhu.edu/job/Baltimore-Animal-Facility-Assistant-MD-21205/1293326200/,jhons_hopkins,High school Degree or equivalent,false,2025-08-24 17:44:10,"Research Animal Resources is seeking an Animal Facility Assistant as an important member of the research team in providing the highest standards of animal care, welfare and technical assistance in support of research initiatives. The assistant will work independently in tasks that are routine yet complex, conduct work in accordance with several policies, perform sanitation, husbandry and all support functions required for the humane care of a wide variety of laboratory animal species including rodents, rabbits, birds, frogs."
Research Program Coordinator,118290,Baltimore,NA,"$17.20 - $30.30 HRLY ($40,000 targeted; Commensurate w/exp.)",2025-08-17,https://jobs.jhu.edu/job/Baltimore-Research-Program-Coordinator-MD-21224/1301112600/,jhons_hopkins,Bachelor's Degree,False,2025-08-24 17:44:19,"We are seeking a Research Program Coordinator who will assist the research team with the conduct of pharmaceutical-sponsored clinical trials, Long-term NIH-funded or other investigator-initiated research protocols examining the treatment and progression of disease in adults with HIV, hepatitis, COVID, and other infectious diseases. Identifies areas for improvement in clinical research infrastructure and addresses suggestions in collaboration with teammates and the Research Nurse Manager. Manages competing and shifting priorities effectively. Maintains communication with affiliate institutions to ensure high-quality data, timely submission of data, and adherence to guidelines."
Large Animal Facility Specialist,118092,NA,NA,"$22.45 per hour, increases to $26.78 after 12 months",2025-08-17,https://jobs.jhu.edu/job/Baltimore-Large-Animal-Facility-Specialist-MD-21205/1293325800/,jhons_hopkins,High School Diploma or graduation equivalent,false,2025-08-24 17:44:29,"The Large Animal Facility Specialist will be an important member of the research team in providing the highest standards of animal care, welfare and technical assistance in support of research initiatives. Work independently in tasks that are routine yet complex. Conduct work in accordance with several policies including the USDA Animal Welfare Act, the ILAR Guide for the Care and Use of Laboratory Animals, the Johns Hopkins University and the Animal Care and Use Committee policies, and the standard operating procedures for the animal facility."
HPC Systems Engineer,117333,NA,NA,"$73,300 - $128,300 Annually",2025-08-17,https://jobs.jhu.edu/job/Baltimore-HPC-Systems-Engineer-MD-21218/1264944200/,jhons_hopkins,Bachelor's Degree,True,2025-08-24 17:44:40,"The Advanced Research Computing at Hopkins (ARCH) group is seeking a highly qualified and motivated HPC Systems Engineer to join the systems team. This system (ROCKFISH), with over 45,000 cores and several petabytes of storage, serves the HPC and data intensive science needs of researchers at Johns Hopkins University. The Systems Engineer contributes to the strategic planning, design, testing, organization and implementation of cutting-edge technology projects for the facility. The systems team is responsible for the day-to-day administration of HPC clusters, High Performance storage systems, backups, networking, security and any other services related to the operation of a large HPC center. The successful candidate will have experience in similar roles in high performance computing (HPC) labs or university settings."
Patient Service Coordinator/Medical Assistant,117762,Greenspring Station,NA,"$16.20 - $28.80 HRLY ($45,629 targeted; Commensurate w/exp.)",2025-08-17,https://jobs.jhu.edu/job/Baltimore-Patient-Service-CoordinatorMedical-Assistant-MD-21093/1285064900/,jhons_hopkins,High School diploma or graduation equivalent,False,2025-08-24 17:44:48,"The Department of Medicine is seeking a Patient Service Coordinator/Medical Assistant. This position assists with ensuring efficient clinical operations and high-quality care to patients of an outpatient multi-specialty clinical practice. In the Medical Assistant role, assist with measuring vital signs, assisting during physical examinations, completing medical workup, administering and properly update all immunizations and perform phlebotomy services as needed with appropriate documentation in the electronic patient record."
"Executive Assistant, The Fund for Johns Hopkins Medicine",118213,East Baltimore,NA,"Minimum: $50,439 - Maximum: $88,399 (targeted salary: $80,000; commensurate with experience)",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Executive-Assistant%2C-The-Fund-for-Johns-Hopkins-Medicine-MD-21202/1297637700/,jhons_hopkins,Bachelor's degree,False,2025-08-24 17:44:58,"This position provides expert administrative support for the Vice President for Development and Alumni Relations (DAR) at the Fund for Johns Hopkins Medicine (FJHM). The Executive Assistant is proactive, anticipates future needs of the VP and demonstrates responsiveness, strong customer service, independent thinking, and solid judgment in a demanding and fast-paced environment. Administrative responsibilities include, but are not limited to, proactively managing the VP’s calendar, making travel arrangements and itineraries, reconciling travel expense reporting, facilitating communication, entering actions in the Customer Relationship Management (CRM) database system, answering phones, and other administrative tasks. The Executive Assistant serves in an important and visible role, communicating and interacting with senior leadership and important external clients."
Patient Service Coordinator/ MA,118050,Columbia,NA,"$16.20 - $28.50 HRLY ($50,000 targeted; Commensurate w/exp.)",2025-08-16,https://jobs.jhu.edu/job/Columbia-Patient-Service-Coordinator-MA-MD-21045/1292967600/,jhons_hopkins,"High school diploma or graduation equivalent, Certification/Registration as a Medical Assistant (e.g. CMA, AAMA, RMA, AMT, NAHP)",False,2025-08-24 17:45:07,"The Department of Medicine is seeking a Patient Service Coordinator/MA to work as a team member with the Division of Gastroenterology and Hepatology at Knoll North in Columbia. This position entails offering friendly, courteous, and confidential assistance to patients, as well as maintaining accurate patient information to expedite patient scheduling, pre-registration, check-in, and check-out. The role also includes performing clinical tasks during patient care under the direct supervision and authority of a physician."
Sr. Research Program Coordinator II,118077,Hybrid/School of Medicine Campus,NA,$24.61 - $43.12 HRLY ($40.00 HRLY targeted; Commensurate w/exp.),2025-08-16,https://jobs.jhu.edu/job/Baltimore-Sr_-Research-Program-Coordinator-II-MD-21287/1293033000/,jhons_hopkins,Bachelor's Degree in related discipline,True,2025-08-24 17:45:16,"We are seeking a Sr. Research Program Coordinator II with excellent communication and organizational skills to coordinate the implementation and evaluation of randomized control trial with multiple follow-up surveys, and observational components, qualitative and quantitative data analysis, and grants development for next steps, along with supporting staff who support a larger adolescent-focused research portfolio. Duties include overseeing research protocols and programming, tracking study visits, maintaining standard operating procedure manuals, conducting qualitative and quantitative data analysis. The candidate should have five years of related experience and a Bachelor’s Degree in related discipline."
Sr. Credentialing Coordinator,118534,NA,NA,"$48,000 - $84,100 Annually ($65,000-$68,000 targeted; Commensurate w/exp.)",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Sr_-Credentialing-Coordinator-MD-21287/1308888700/,jhons_hopkins,High School Diploma/GED required.,True,2025-08-24 17:46:02,"The Sr. Credentialing Coordinator oversees the credentialing process for the Johns Hopkins Hospital and Johns Hopkins University for all clinical appointments and faculty, postdoctoral fellows, residents and other medical staff as needed for assigned areas within the Department of Ophthalmology. Handles all visa issues for assigned areas. Interprets university and hospital policies, exercises independent judgement in resolution of credentialing issues."
Research Technologist,118472,NA,NA,$15.70 - $26.25 HRLY,2025-08-16,https://jobs.jhu.edu/job/Baltimore-Research-Technologist-MD-21187/1308911700/,jhons_hopkins,"Bachelor's Degree in biology, chemistry or related field",False,2025-08-24 17:46:11,"The Division of Pulmonary is seeking a Research Technologist to provide operational support in the Sidhaye Lab. The technologist will oversee the maintenance of the mouse colonies. In addition, will utilize a foundation in basic laboratory techniques to work with molecular biology and primary cell culture requiring a high level of rigor and reproducibility."
Coding Specialist III,118502,Middle River,MD,$24.25 - $42.50 HRLY ($30.29/hour targeted; Commensurate w/exp.),2025-08-16,https://jobs.jhu.edu/job/Middle-River-Coding-Specialist-III-MD-21230/1308842600/,jhons_hopkins,"High School Diploma/GED. Medical Terminology, Anatomy and Physiology courses",True,2025-08-24 17:46:20,"We are seeking a _Coding Specialist III_ who will be responsible for all aspects of coding, quality assurance and compliance with Federal payer documentation guidelines. Works closely with departmental management and coordinates with Clinical Practice Association, Office of Billing Quality Assurance to include review of documentation. Serves as departmental expert on coding questions. Exercises independent judgment and decision making on a regular basis. Responsible for developing coding and billing change procedures. Responsible for training on all coding and billing changes."
Research Program Coordinator,118496,East Baltimore,MD,$17.20 - $30.30 HRLY,2025-08-16,https://jobs.jhu.edu/job/Baltimore-Research-Program-Coordinator-MD-21287/1308830500/,jhons_hopkins,Bachelor's Degree in related discipline,False,2025-08-24 17:46:30,"Research Program Coordinator will coordinate the administrative and scientific implementation of research studies. Duties include facilitating the implementation of clinical trials, overseeing record management for research study, assisting in overseeing budget expenditures for study operations, and managing day-to-day activities of multiple research studies. The role may also require performing general lab duties such as specimen processing and maintaining orderly laboratory workspace."
Piano Technician,118075,NA,NA,"$22.75 - $40.50 HRLY ($64,000 targeted; Commensurate w/exp.)",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Piano-Technician-MD-21202/1292899100/,jhons_hopkins,High School Diploma or equivalent,false,2025-08-24 17:46:39,"The Piano Technology Department is seeking a **_Piano Technician who will reporting to the Manager of Piano Technology, and function as a member of the Piano Technology team. The incumbent must be available to work evenings and weekends when asked, dictated by the concert and performance schedule. The Piano technician will also provide instructional training to student workers and graduate assistants hired within the department as needed. The incumbent of this position must also be able to work with computers and help in maintaining our inventory of over 250 pianos."
Scholarly Communications Librarian,116066,NA,NA,"$62,900 - $110,100 Annually",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Scholarly-Communications-Librarian-MD-21209/1229847000/,jhons_hopkins,MLS from an ALA-accredited library school or an advanced related Degree,True,2025-08-24 17:46:49,"The Scholarly Communications Librarian develops, coordinates, and promotes the growth of the Libraries’ scholarly communication programs and services, including outreach, training and support to faculty, students, and staff on open access, open educational resources, scholarly publishing, fair use, and copyright. The Librarian works closely with other librarians across all Johns Hopkins Libraries to develop strong relationships and support the University’s scholarly communication endeavors. The Librarian is a visible leader both on campus and nationally representing the Sheridan Libraries and its interests in respect to open access and scholarly communications at conferences, workshops, and other venues."
Electrical Engineer,118531,NA,Maryland,"$85,500 - $149,800",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Electrical-Engineer-MD-21205/1308977300/,jhons_hopkins,Bachelor’s Degree in Electrical Engineering or a related engineering field,True,2025-08-24 17:46:57,"Electrical Engineer role involves executing electrical engineering efforts for the Facilities Management team. This includes developing electrical systems design and construction standards, supporting design and construction projects from scoping through project closeout, and supporting building maintenance and operations tasks. The position emphasizes on maintaining long term efficient/effective operations of building systems in compliance with local codes, industry standards, and university commitments to sustainability."
Research Data Manager,116454,NA,NA,"$48,000 - $84,000 Annually",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Research-Data-Manager-MD-21202/1240801000/,jhons_hopkins,Bachelor's Degree in related discipline.,True,2025-08-24 17:47:34,"The Neurology Department is seeking a Research Data Manager to perform data management for complex, multi-center, or longitudinal clinical trials for BIOS Clinical Trials Coordinating Center (CTCC). This role acts as the primary contact for multi-center study staff regarding data issues. As a Research Data Manager, you will support the innovative work of BIOS CTCC as a member of the BIOS Data Core team. BIOS CTCC manages multi-center, federally funded clinical trials worth over $30 million, as well as multiple site-specific pharmaceutical-sponsored trials."
Sr. Development Writer,118528,East Baltimore,NA,"$53,799 - $94,399",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Sr_-Development-Writer-MD-21202/1308934300/,jhons_hopkins,Bachelor's degree,False,2025-08-24 17:47:43,"The Writer II is responsible for creating an overarching strategy for and developing clear and effective content for internal audiences, including school/division/department leadership, the dean, faculty, students, staff, alumni, donors, and other members of the school community as needed. The Writer II develops a strategic internal communications calendar and creates the content which includes reports documenting the school's activities, presentations, and collateral to support leadership with the execution of the school's strategic goals, materials, that support development and fundraising efforts, email campaigns about school news, priorities, policies, and other efforts, and other materials that feed the overarching strategy."
Sr. Research Data Manager,116807,NA,Remote,"$55,800 - $97,600 Annually",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Sr_-Research-Data-Manager-MD-21202/1247625900/,jhons_hopkins,Bachelor's Degree,True,2025-08-24 17:47:52,"The Department of Neurology is seeking a Sr. Research Data Manager who will perform data management duties on complex, multi-center or longitudinal clinical trials and act as primary contact for multi-center study staff regarding data issues. The successful candidate will operate independently with guidance provided by BIOS leadership. This position will be responsible for participating in the planning and execution of all data management activities for assigned projects, ensuring focus on data integrity, validity, and reliability in accordance with standard processes, sponsor guidelines, industry best practices and regulatory standards. This position reports to the BIOS Faculty and leadership."
Grants & Contracts Manager,118191,NA,NA,"$73,300 - $128,300 Annually",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Grants-&-Contracts-Manager-MD-21287/1297175800/,jhons_hopkins,Bachelor's Degree,True,2025-08-24 17:48:32,"We are seeking a **_Grants & Contracts Manager (GCM)_** responsible for managing all post-award financial operations for sponsored projects within the Department of Radiology. This includes supervising the post-award analysts, ensuring adherence to institutional and sponsor compliance requirements, and managing a personal portfolio of awards. The manager serves as the strategic and operational lead for ensuring timely, accurate, and compliant financial stewardship of research funds."
Maintenance Mechanic II G10,118482,Homewood,NA,"$25.07 per hour, increases to $30.11 after 12 months",2025-08-16,https://jobs.jhu.edu/job/Baltimore-Maintenance-Mechanic-II-G10-MD-21218/1308984500/,jhons_hopkins,High school degree or equivalent,False,2025-08-24 17:48:40,"We are seeking a Maintenance Mechanic 10 to perform a wide range of general maintenance jobs (including high voltage motors) which may include specialized or difficult jobs. The MM10 repairs, maintains, and inspects machines, mechanical equipment, and buildings. They also work on plumbing, electrical, and air conditioning and heating systems and perform painting and carpentry jobs."
Psychiatric Therapist,118000,Johns Hopkins Bayview,NA,"$48,000 - $84,100 Annually ($55,000 targeted; Commensurate w/exp.)",2025-08-16,https://jobs.jhu.edu/job/Balitmore-Psychiatric-Therapist-MD-21224/1292969100/,jhons_hopkins,"Master’s Degree from a program accredited by the Council on Counseling, Social Work, Psychology, or closely related field",True,2025-08-24 17:48:50,"The Center for Psychedelic and Consciousness Research is seeking a Psychiatric Therapist to provide protocolized experimental psychological support to research participants on an individual basis in the context of an approved research protocol. Under supervision of Clinical Supervisor, Principal Investigator, and staff physician, the Psychiatric Therapist will also evaluate research participants to ensure that they meet study inclusion/exclusion criteria and provide administrative support and clinical supervision of lower-level staff."
Coding Specialist II,118066,NA,NA,$21.25 - $36.90 HRLY ($27.26/hour targeted,2025-08-15,https://jobs.jhu.edu/job/Baltimore-Coding-Specialist-II-MD-21236/1292689300/,jhons_hopkins,High School Diploma or graduation equivalent,True,2025-08-24 17:49:00,"We are seeking a Coding Specialist II who will be responsible for all aspects of coding, quality assurance, compliance with Federal payer documentation guidelines. Works closely with department management and coordinates with Clinical Practice Association, Office of Billing Quality Assurance to include review of documentation. Coordinating of a multi-faceted clinical/research billing to ensure a smoothly functioning billing operation and good patient relations. This includes coordination of the patients’ financial billing responsibilities for the Department of Oncology at Green Spring Station. Requires an in-depth knowledge of the EPIC Professional billing systems. Activities, which consist of obtaining and verifying financial and insurance information prior to actual time of service. Requires extensive knowledge of insurance contracts, medical terminology and coding."
Sign Linguistics Research Assistant,118196,NA,Remote,$17.20 - $30.30 HRLY,2025-08-15,https://jobs.jhu.edu/job/Baltimore-Sign-Linguistics-Research-Assistant-MD-21218/1308532200/,jhons_hopkins,Bachelor's Degree,True,2025-08-24 17:49:09,"Under the supervision of the faculty investigator, the Research Assistant is responsible for annotating/glossing sign language datasets and recruiting American Sign Language (ASL) signing participants for online experiments. This is a casual hourly position dependent on availability of project funding. Specific Duties & Responsibilities include Annotate/gloss sign language datasets, Assist with recruiting signing participants, including D/deaf signers, for online studies, and Design training materials for annotating sign language datasets."
Clinic Coordinator,117853,Hybrid/JH at Greenspring Station,NA,$18.20 - $33.90 HRLY,2025-08-15,https://jobs.jhu.edu/job/Lutherville-Clinic-Coordinator-MD-21093/1289094200/,jhons_hopkins,High School Diploma or graduation equivalent,False,2025-08-24 17:49:17,"The Department of Neurology is seeking a Clinic Coordinator for the Ataxia Clinic. This role serves as the office coordinator for the entire ataxia clinic, performing duties such as patient scheduling with various clinicians, and acting as a central point of contact for patients. The role is essential to the success of the multi-disciplinary clinic."
Nurse Practitioner,116518,Washington,DC,"$100,000 - $152,900 ($130,000 targeted; Commensurate with experience)",2025-08-15,https://jobs.jhu.edu/job/Washington-Nurse-Practitioner-DC-20016/1255336400/,jhons_hopkins,Master's Degree in Nursing,False,2025-08-24 17:49:26,"The Department of Medicine is seeking a Clinical Nurse Practitioner to provide comprehensive and episodic care for patients with gastrointestinal disorders in the Division of Gastroenterology and Hepatology at Sibley Memorial Hospital, as well as the ambulatory locations of the GI practices. The Nurse Practitioner works collaboratively within a multidisciplinary health team to optimize team performance and patient outcomes and is responsible for providing comprehensive and age-appropriate care to both well and/or ill patients. Nurse Practitioner also proposes and implements medical therapy and treatment plans for patients seen in the clinic, pertinent to both patients followed by collaborating physicians as well patients seen independent of an attending physician."
"i-team Data Analytics Manager, Philadelphia",117395,Philadelphia,Pennsylvania,"$73,300 - $128,300 Annually",2025-08-15,https://jobs.jhu.edu/job/Philadelphia-i-team-Data-Analytics-Manager%2C-Philadelphia-PA-19107/1267890300/,jhons_hopkins,Bachelor's Degree,false,2025-08-24 17:49:36,"The Bloomberg Center for Public Innovation at Johns Hopkins University (the Center) seeks an** _i-team Data Analytics Manager, Philadelphia_** to support a new Philadelphia Innovation Team (“i-team”). These teams take partners and stakeholders through an evidence-based process to tackle the big problems in their cities no one has yet been able to solve, generate more ambitious responses, and test and adapt interventions until they produce impact. They also work closely with the Mayor, the City's leadership team, and City departments to change the culture of city government. The Data Analytics Manager will create and execute the i-team’s approaches for using quantitative data and methods to understand complex issues."
Veterinary Surgical & Clinical Support Technician,117750,NA,NA,$19.75 - $35.35 HRLY,2025-08-15,https://jobs.jhu.edu/job/Balimore-Veterinary-Surgical-&-Clinical-Support-Technician-MD-21205/1283879600/,jhons_hopkins,Associate’s Degree in Veterinary Technology or related discipline,False,2025-08-24 17:49:46,"We are seeking a Veterinary Surgical & Clinical Support Technician who will serve a wide role focusing on providing anesthesia and clinical support for pigs, dogs, cats, rabbits, nonhuman primates, sheep and ferrets. The Veterinary Surgical & Clinical Support Technician will provide technical support to recovering post-operative animals, support research protocols and assist veterinarians during clinical surgeries and case management. This role will involve administering medications for treatment via multiple routes, performing routine sedation and monitoring for anesthetic procedures, supporting faculty and resident veterinarians during surgical care and providing post-operative care."
Associate Director New Business Development,117995,NA,NA,"$85,500 - $117,700 - $149,800 Annually",2025-08-15,https://jobs.jhu.edu/job/Baltimore-Associate-Director-New-Business-Development-MD-21205/1292739100/,jhons_hopkins,"Master’s Degree in Science or Engineering, or MBA with an undergraduate Degree in science",false,2025-08-24 17:49:54,"This job at Johns Hopkins Technology Ventures (JHTV) involves support for the commercialization of university technology through licensing, sponsored research agreements, and venture creation. The Associate Director New Business Development will be largely responsible for initiating, developing, and executing business development initiatives, fostering relationships with industry representatives, identifying potential research for industry sponsorship, and negotiating with industry sponsors. This dynamic role also involves diverse internal and external stakeholder interactions, team collaboration, and strategic partnership development."
